Data,Discipline,Credit,Subject
3/10/2018,Русский,3,12
3/10/2018,Литература,4,12
3/10/2018,Математика,2,12
3/10/2018,Физкультура,5,12
3/10/2018,Русский,3,13
3/10/2018,Литература,4,13
3/10/2018,Математика,5,13
3/10/2018,Русский,2,14
3/10/2018,Литература,5,14
3/10/2018,Математика,3,14
3/10/2018,Русский,3,15
3/10/2018,Литература,4,15
3/10/2018,Математика,4,15
3/10/2018,География,4,15
3/10/2018,Русский,4,16
3/10/2018,Русский,5,16
3/10/2018,Литература,4,16
3/10/2018,Математика,4,16
3/10/2018,Русский,2,19
3/10/2018,Литература,3,19
3/10/2018,Математика,2,19
3/10/2018,Физкультура,5,19
3/10/2018,Русский,2,20
3/10/2018,Литература,5,20
3/10/2018,Математика,2,20
4/10/2018,Литература,5,2
4/10/2018,Труд,5,2
4/10/2018,Литература,5,3
4/10/2018,Труд,5,3
4/10/2018,Труд,5,4
4/10/2018,Труд,5,5
4/10/2018,Математика,3,6
4/10/2018,Труд,4,6
4/10/2018,Литература,4,7
4/10/2018,Труд,5,7
4/10/2018,История,2,9
4/10/2018,Труд,4,9
4/10/2018,История,4,11
4/10/2018,Труд,3,11
4/10/2018,Труд,5,11
4/10/2018,Литература,4,12
4/10/2018,История,2,14
4/10/2018,Литература,5,15
4/10/2018,Труд,5,16
4/10/2018,Математика,3,19
4/10/2018,История,2,19
4/10/2018,Математика,3,20
4/10/2018,Труд,5,20
5/10/2018,Общество,4,1
5/10/2018,История,5,1
5/10/2018,Биология,4,1
5/10/2018,Русский,5,2
5/10/2018,Английский,4,2
5/10/2018,Общество,5,2
5/10/2018,История,4,2
5/10/2018,Биология,4,2
5/10/2018,Русский,5,3
5/10/2018,Английский,5,3
5/10/2018,Общество,5,3
5/10/2018,История,5,3
5/10/2018,Биология,5,3
5/10/2018,Общество,4,5
5/10/2018,Русский,3,6
5/10/2018,Английский,3,6
5/10/2018,Общество,4,6
5/10/2018,История,4,6
5/10/2018,Общество,4,7
5/10/2018,История,3,7
5/10/2018,Биология,2,7
5/10/2018,Английский,5,8
5/10/2018,Общество,5,8
5/10/2018,История,4,8
5/10/2018,Биология,5,8
5/10/2018,Общество,5,9
5/10/2018,История,5,9
5/10/2018,Биология,3,9
5/10/2018,Английский,3,11
5/10/2018,Общество,4,11
5/10/2018,Биология,3,11
5/10/2018,Русский,3,12
5/10/2018,Общество,4,12
5/10/2018,История,4,12
5/10/2018,Общество,5,13
5/10/2018,История,4,13
5/10/2018,Биология,5,13
